, CC, D, E, I, L, LOC, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AvgShortestPath,Betweenness,Closeness,Eccentricity,FanIn,FanOut,IsIsolated,Katz,Name
121, 81, 133.51, 1.00531e+06, 0.0869573, 0.00749009, 1402, 1550, 388, 1162, 55850.6, 7529.87, 11.6096, 29, 1, 1, 28, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMultTranspose
122, 82, 135.749, 1.168e+06, 0.0855227, 0.00736652, 1073, 1576, 423, 1153, 64888.6, 8604.06, 11.6096, 44, 1, 1, 43, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMultTransposeColumn
123, 71, 112.923, 787872, 0.10281, 0.00885556, 919, 1311, 384, 927, 43770.7, 6977.05, 11.6096, 40, 7, 1, 33, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMult_Contiguous
124, 87, 162.537, 1.79669e+06, 0.0714275, 0.00615243, 1052, 1887, 544, 1343, 99816.1, 11054, 11.6096, 58, 9, 1, 49, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMult_Mat
125, 87, 162.537, 1.79669e+06, 0.0714275, 0.00615243, 1053, 1887, 544, 1343, 99816.1, 11054, 11.6096, 58, 9, 1, 49, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMult_Svec
126, 71, 112.923, 787872, 0.10281, 0.00885556, 901, 1311, 384, 927, 43770.7, 6977.05, 11.6096, 40, 7, 1, 33, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatMult_Vecs
127, 157, 208.578, 4.26572e+06, 0.0743595, 0.00479437, 2512, 3235, 812, 2423, 236985, 20451.4, 15.5098, 80, 6, 1, 74, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatProject
128, 80, 96.0684, 761791, 0.161445, 0.0104092, 37661, 1490, 436, 1054, 42321.7, 7929.67, 15.5098, 40, 0, 1, 40, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatProject_Dot
129, 83, 81.7241, 744500, 0.240461, 0.0122363, 33942, 1606, 469, 1137, 41361.1, 9109.92, 19.6515, 51, 6, 1, 45, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatProject_MatMult
130, 122, 126.042, 2.29618e+06, 0.190413, 0.00793388, 36114, 3025, 917, 2108, 127566, 18217.7, 24, 65, 3, 1, 62, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatProject_MatMult_2
131, 95, 84.0833, 947657, 0.285431, 0.011893, 32155, 2018, 600, 1418, 52647.6, 11270.5, 24, 48, 4, 1, 44, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatProject_Vec
132, 189, 264.435, 4.58178e+06, 0.0439035, 0.00378164, 2875, 3070, 972, 2098, 254543, 17326.6, 11.6096, 50, 2, 1, 48, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatSVQB_LAPACK_Private
133, 254, 277.528, 5.04671e+06, 0.0418323, 0.00360324, 1471, 3222, 979, 2243, 280373, 18184.5, 11.6096, 50, 0, 1, 50, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMatTriInv_LAPACK_Private
134, 120, 132.102, 2.17417e+06, 0.14876, 0.00756991, 1446, 2596, 667, 1929, 120787, 16458.3, 19.6515, 81, 10, 1, 71, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult
135, 96, 105.539, 1.40294e+06, 0.186201, 0.00947516, 1143, 2074, 584, 1490, 77941.1, 13293.1, 19.6515, 85, 3, 1, 82, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultColumn
136, 169, 165.637, 2.5032e+06, 0.0936369, 0.00603728, 1384, 2569, 714, 1855, 139067, 15112.5, 15.5098, 59, 0, 1, 59, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace
137, 170, 165.96, 2.51295e+06, 0.093455, 0.00602555, 1407, 2574, 716, 1858, 139608, 15141.9, 15.5098, 59, 0, 1, 59, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose
138, 48, 38.7498, 83488.8, 0.400255, 0.0258066, 558, 601, 182, 419, 4638.27, 2154.56, 15.5098, 12, 0, 1, 12, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose_Contiguous
139, 50, 43.263, 113415, 0.358499, 0.0231144, 671, 671, 202, 469, 6300.84, 2621.52, 15.5098, 15, 0, 1, 15, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose_Mat
140, 50, 43.263, 113415, 0.358499, 0.0231144, 663, 671, 202, 469, 6300.84, 2621.52, 15.5098, 15, 0, 1, 15, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose_Svec
141, 50, 43.4565, 117159, 0.356904, 0.0230115, 696, 674, 203, 471, 6508.81, 2696, 15.5098, 16, 0, 1, 16, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose_Tensor
142, 61, 65.4426, 300474, 0.236998, 0.0152806, 810, 1015, 304, 711, 16693, 4591.42, 15.5098, 23, 0, 1, 23, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlaceTranspose_Vecs
143, 245, 76.5496, 1.23169e+06, 0.497112, 0.0130634, 1251, 2913, 893, 2020, 68427.4, 16090.1, 38.0537, 46, 2, 1, 44, 9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_BLAS_Private
144, 48, 38.7498, 86178.1, 0.400255, 0.0258066, 550, 601, 182, 419, 4787.67, 2223.96, 15.5098, 13, 1, 1, 12, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Contiguous
145, 50, 43.263, 116118, 0.358499, 0.0231144, 663, 671, 202, 469, 6451, 2684, 15.5098, 16, 1, 1, 15, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Mat
146, 50, 43.263, 116118, 0.358499, 0.0231144, 655, 671, 202, 469, 6451, 2684, 15.5098, 16, 1, 1, 15, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Svec
147, 50, 43.4565, 130615, 0.356904, 0.0230115, 688, 674, 203, 471, 7256.4, 3005.66, 15.5098, 22, 6, 1, 16, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Tensor
148, 55, 53.0633, 194748, 0.292288, 0.0188454, 721, 823, 248, 575, 10819.4, 3670.11, 15.5098, 22, 3, 1, 19, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Vecs_Alloc
149, 61, 68.4085, 323672, 0.226723, 0.0146181, 803, 1061, 315, 746, 17981.8, 4731.46, 15.5098, 22, 1, 1, 21, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Vecs_ME
150, 288, 148.233, 3.97432e+06, 0.192462, 0.00674612, 1800, 4229, 1266, 2963, 220796, 26811.2, 28.5293, 81, 0, 1, 81, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultInPlace_Vecs_Private
151, 96, 99.4327, 1.17437e+06, 0.197636, 0.0100571, 980, 1954, 529, 1425, 65243, 11810.7, 19.6515, 66, 2, 1, 64, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec
152, 138, 45.2147, 293513, 0.734701, 0.0221167, 500, 1502, 465, 1037, 16306.3, 6491.54, 33.2193, 20, 1, 1, 19, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec_BLAS_Private
153, 53, 35.3154, 100179, 0.556457, 0.0283163, 576, 694, 209, 485, 5565.51, 2836.7, 19.6515, 17, 1, 1, 16, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec_Contiguous
154, 55, 38.8775, 128372, 0.505472, 0.0257218, 704, 764, 229, 535, 7131.75, 3301.95, 19.6515, 20, 1, 1, 19, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec_Mat
155, 55, 38.8775, 128372, 0.505472, 0.0257218, 658, 764, 229, 535, 7131.75, 3301.95, 19.6515, 20, 1, 1, 19, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec_Svec
156, 58, 40.3023, 133102, 0.487602, 0.0248125, 684, 792, 241, 551, 7394.53, 3302.58, 19.6515, 18, 0, 1, 18, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMultVec_Vecs
157, 140, 36.8437, 280736, 1.16762, 0.0271417, 1150, 1585, 488, 1097, 15596.5, 7619.66, 43.0196, 28, 4, 1, 24, 10,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult_BLAS_Private
158, 55, 46.1543, 194401, 0.425778, 0.0216665, 764, 907, 266, 641, 10800, 4211.98, 19.6515, 25, 5, 1, 20, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult_Contiguous
159, 59, 53.2784, 281389, 0.368845, 0.0187693, 965, 1047, 306, 741, 15632.7, 5281.48, 19.6515, 33, 7, 1, 26, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult_Mat
160, 59, 53.2784, 276357, 0.368845, 0.0187693, 951, 1047, 306, 741, 15353.2, 5187.04, 19.6515, 31, 5, 1, 26, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult_Svec
161, 89, 99.7889, 1.07468e+06, 0.196931, 0.0100212, 1089, 1961, 594, 1367, 59704.4, 10769.5, 19.6515, 45, 6, 1, 39, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVMult_Vecs
162, 72, 102.846, 596548, 0.112884, 0.00972332, 744, 1194, 327, 867, 33141.6, 5800.43, 11.6096, 29, 0, 1, 29, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm
163, 88, 115.024, 1.21211e+06, 0.134839, 0.00869382, 1078, 1784, 489, 1295, 67339.6, 10537.9, 15.5098, 60, 0, 1, 60, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormColumn
164, 130, 182.466, 3.29193e+06, 0.0850011, 0.00548049, 1974, 2830, 781, 2049, 182885, 18041.4, 15.5098, 83, 0, 1, 83, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormColumnBegin
165, 115, 164.67, 2.59487e+06, 0.0941868, 0.00607274, 1919, 2554, 714, 1840, 144160, 15758, 15.5098, 72, 0, 1, 72, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormColumnEnd
166, 88, 107.416, 982796, 0.14439, 0.00930959, 1038, 1666, 438, 1228, 54599.8, 9149.43, 15.5098, 45, 2, 1, 43, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormVec
167, 89, 109.157, 1.01491e+06, 0.142087, 0.00916112, 1061, 1693, 443, 1250, 56383.9, 9297.71, 15.5098, 45, 2, 1, 43, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormVecBegin
168, 66, 75.4363, 445221, 0.205601, 0.0132562, 606, 1170, 320, 850, 24734.5, 5901.94, 15.5098, 33, 2, 1, 31, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormVecEnd
169, 46, 32.0443, 50484.3, 0.48401, 0.0312068, 16262, 497, 153, 344, 2804.68, 1575.45, 15.5098, 9, 1, 1, 8, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Begin_Private
170, 47, 33.8496, 56332.9, 0.458196, 0.0295424, 388, 525, 159, 366, 3129.61, 1664.21, 15.5098, 9, 1, 1, 8, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Begin_Vecs
171, 49, 40.2972, 87128.3, 0.384885, 0.0248156, 458, 625, 185, 440, 4840.46, 2162.14, 15.5098, 11, 1, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Contiguous
172, 46, 32.1088, 50687.7, 0.483038, 0.0311441, 16548, 498, 153, 345, 2815.98, 1578.62, 15.5098, 9, 1, 1, 8, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_End_Private
173, 47, 33.8496, 56332.9, 0.458196, 0.0295424, 384, 525, 159, 366, 3129.61, 1664.21, 15.5098, 9, 1, 1, 8, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_End_Vecs
174, 340, 424.37, 4.72792e+07, 0.0672274, 0.00235643, 1971, 12107, 3557, 8550, 2.62662e+06, 111410, 28.5293, 589, 11, 1, 578, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_LAPACK_Private
175, 49, 40.2972, 83665.2, 0.384885, 0.0248156, 470, 625, 185, 440, 4648.07, 2076.21, 15.5098, 10, 0, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Local_Contiguous
176, 51, 44.8105, 115244, 0.34612, 0.0223162, 604, 695, 205, 490, 6402.43, 2571.81, 15.5098, 13, 0, 1, 13, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Local_Mat
177, 51, 44.8105, 115244, 0.34612, 0.0223162, 579, 695, 205, 490, 6402.43, 2571.81, 15.5098, 13, 0, 1, 13, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Local_Svec
178, 51, 44.8105, 118573, 0.34612, 0.0223162, 592, 695, 205, 490, 6587.41, 2646.11, 15.5098, 14, 1, 1, 13, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Mat
179, 47, 34.2365, 62891, 0.453019, 0.0292086, 15975, 531, 162, 369, 3493.94, 1836.96, 15.5098, 11, 2, 1, 9, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Private
180, 51, 44.8105, 118573, 0.34612, 0.0223162, 567, 695, 205, 490, 6587.41, 2646.11, 15.5098, 14, 1, 1, 13, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Svec
181, 51, 45.0039, 122726, 0.344632, 0.0222203, 623, 698, 206, 492, 6818.11, 2727.01, 15.5098, 15, 1, 1, 14, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Tensor
182, 61, 66.2163, 288877, 0.234229, 0.015102, 653, 1027, 317, 710, 16048.7, 4362.62, 15.5098, 19, 1, 1, 18, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNorm_Vecs
183, 226, 748.5, 3.25277e+07, 0.010688, 0.00133601, 1430, 5988, 1670, 4318, 1.8071e+06, 43457.2, 8, 153, 3, 1, 150, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormalize
184, 46, 60.875, 83227.2, 0.131417, 0.0164271, 360, 487, 151, 336, 4623.73, 1367.18, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormalize_Contiguous
185, 172, 105.542, 1.6274e+06, 0.227398, 0.00947493, 1516, 2533, 764, 1769, 90411.4, 15419.5, 24, 68, 2, 1, 66, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormalize_LAPACK_Private
186, 48, 69.625, 128828, 0.114901, 0.0143627, 464, 557, 171, 386, 7157.12, 1850.31, 8, 10, 1, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormalize_Mat
187, 48, 69.625, 128828, 0.114901, 0.0143627, 456, 557, 171, 386, 7157.12, 1850.31, 8, 10, 1, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVNormalize_Svec
188, 103, 213.5, 1.73391e+06, 0.0374707, 0.00468384, 1877, 1708, 429, 1279, 96328.2, 8121.35, 8, 27, 6, 1, 21, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize
189, 110, 70.1099, 997436, 0.473817, 0.0142633, 1463, 2329, 658, 1671, 55413.1, 14226.8, 33.2193, 69, 9, 1, 60, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeCGS1
190, 77, 69.7148, 521427, 0.281884, 0.0143441, 1217, 1370, 377, 993, 28968.1, 7479.42, 19.6515, 44, 5, 1, 39, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeColumn
191, 150, 81.875, 893647, 0.29313, 0.0122137, 2722, 1965, 560, 1405, 49647, 10914.8, 24, 47, 1, 1, 46, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeGS
192, 1022, 346.847, 2.65513e+07, 0.0957751, 0.00288312, 2605, 11522, 3559, 7963, 1.47507e+06, 76550.5, 33.2193, 100, 5, 1, 95, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeGS1_Tensor
193, 92, 44.0407, 357891, 0.754286, 0.0227063, 1326, 1463, 422, 1041, 19882.8, 8126.36, 33.2193, 47, 5, 1, 42, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeMGS1
194, 80, 60.2083, 463013, 0.398616, 0.016609, 1421, 1445, 393, 1052, 25723, 7690.19, 24, 40, 0, 1, 40, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeSomeColumn
195, 74, 60.3517, 344096, 0.325616, 0.0165695, 930, 1186, 313, 873, 19116.5, 5701.52, 19.6515, 28, 6, 1, 22, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalizeVec
196, 48, 71.25, 145594, 0.112281, 0.0140351, 337, 570, 173, 397, 8088.57, 2043.43, 8, 12, 4, 1, 8, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_BlockGS
197, 55, 88.75, 262757, 0.0901408, 0.0112676, 584, 710, 211, 499, 14597.6, 2960.65, 8, 18, 5, 1, 13, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_Chol
198, 116, 326.125, 5.23257e+06, 0.0245305, 0.00306631, 1697, 2609, 738, 1871, 290699, 16044.7, 8, 71, 5, 1, 66, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_GS
199, 3215, 1831.38, 7.71233e+08, 0.0131049, 0.000546038, 5628, 43953, 13293, 30660, 4.28463e+07, 421123, 24, 766, 16, 1, 750, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_LAPACK_TSQR
200, 166, 146.792, 3.49327e+06, 0.163497, 0.00681238, 2036, 3523, 1086, 2437, 194071, 23797.5, 24, 108, 1, 1, 107, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_LAPACK_TSQR_OnlyR
201, 55, 88.75, 239911, 0.0901408, 0.0112676, 582, 710, 211, 499, 13328.4, 2703.22, 8, 14, 1, 1, 13, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_SVQB
202, 57, 103.625, 377323, 0.0772014, 0.00965018, 759, 829, 246, 583, 20962.4, 3641.23, 8, 21, 3, 1, 18, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_TSQR
203, 60, 113.75, 468245, 0.0703297, 0.00879121, 953, 910, 268, 642, 26013.6, 4116.44, 8, 23, 2, 1, 21, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthogonalize_TSQRCHOL
204, 121, 112.867, 1.49634e+06, 0.174112, 0.00886, 2037, 2218, 613, 1605, 83130.2, 13257.6, 19.6515, 63, 1, 1, 62, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVOrthonormalizeColumn
205, 46, 61.625, 78534.1, 0.129817, 0.0162272, 263, 493, 153, 340, 4363, 1274.39, 8, 6, 1, 1, 5, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRegister
206, 128, 650, 2.37221e+06, 0.00307692, 0.00153846, 495, 1300, 400, 900, 131790, 3649.56, 2, 7, 1, 1, 6, 0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRegisterAll
207, 199, 299.665, 6.81729e+06, 0.0387421, 0.00333706, 2008, 3479, 992, 2487, 378739, 22749.7, 11.6096, 93, 3, 1, 90, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVResize
208, 80, 128.169, 1.04738e+06, 0.0905805, 0.00780218, 1361, 1488, 426, 1062, 58188, 8171.88, 11.6096, 45, 7, 1, 38, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVResize_Contiguous
209, 65, 92.94, 514376, 0.124915, 0.0107596, 1186, 1079, 315, 764, 28576.4, 5534.5, 11.6096, 35, 7, 1, 28, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVResize_Mat
210, 67, 98.5388, 595815, 0.117818, 0.0101483, 1271, 1144, 334, 810, 33100.8, 6046.5, 11.6096, 39, 8, 1, 31, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVResize_Svec
211, 70, 92.5093, 477635, 0.125497, 0.0108097, 786, 1074, 313, 761, 26535.3, 5163.1, 11.6096, 28, 2, 1, 26, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVResize_Vecs
212, 56, 92.875, 178378, 0.0861373, 0.0107672, 396, 743, 210, 533, 9909.9, 1920.63, 8, 6, 0, 1, 6, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArray
213, 55, 88.5, 145487, 0.0903955, 0.0112994, 348, 708, 200, 508, 8082.63, 1643.93, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArrayRead
214, 47, 61.5, 78215.8, 0.130081, 0.0162602, 254, 492, 152, 340, 4345.32, 1271.8, 8, 6, 0, 1, 6, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArrayRead_Mat
215, 45, 57.375, 61148.3, 0.139434, 0.0174292, 240, 459, 143, 316, 3397.13, 1065.76, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArrayRead_Svec
216, 46, 59.5, 56644, 0.134454, 0.0168067, 180, 476, 149, 327, 3146.89, 952, 8, 4, 0, 1, 4, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArrayRead_Vecs
217, 47, 61.5, 78215.8, 0.130081, 0.0162602, 240, 492, 152, 340, 4345.32, 1271.8, 8, 6, 0, 1, 6, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArray_Mat
218, 45, 57.375, 61148.3, 0.139434, 0.0174292, 226, 459, 143, 316, 3397.13, 1065.76, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArray_Svec
219, 53, 85.5, 222662, 0.0935673, 0.0116959, 460, 684, 208, 476, 12370.1, 2604.23, 8, 14, 1, 1, 13, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreArray_Vecs
220, 80, 133.165, 1.05598e+06, 0.0871822, 0.00750947, 1465, 1546, 419, 1127, 58665.7, 7929.87, 11.6096, 35, 0, 1, 35, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreColumn
221, 47, 43.4122, 72682.9, 0.267428, 0.023035, 353, 504, 156, 348, 4037.94, 1674.25, 11.6096, 10, 1, 1, 9, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreColumn_Mat
222, 47, 43.2399, 68807.8, 0.268494, 0.0231268, 329, 502, 155, 347, 3822.66, 1591.3, 11.6096, 9, 1, 1, 8, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreColumn_Svec
223, 63, 126, 496206, 0.0634921, 0.00793651, 836, 1008, 283, 725, 27567, 3938.15, 8, 15, 2, 1, 13, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreMat
224, 67, 77.005, 177955, 0.150765, 0.0129862, 1165, 894, 252, 642, 9886.4, 2310.96, 11.6096, 6, 0, 1, 6, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVRestoreSplit
225, 152, 239.5, 2.25168e+06, 0.0334029, 0.00417537, 584, 1916, 562, 1354, 125094, 9401.6, 8, 30, 0, 1, 30, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale
226, 161, 195.872, 2.55129e+06, 0.0592717, 0.00510538, 804, 2274, 659, 1615, 141738, 13025.3, 11.6096, 53, 0, 1, 53, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScaleColumn
227, 237, 169.119, 2.06001e+06, 0.0917092, 0.00591299, 471, 2623, 811, 1812, 114445, 12180.8, 15.5098, 25, 0, 1, 25, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_BLAS_Private
228, 49, 53.2316, 109282, 0.218097, 0.0187858, 422, 618, 187, 431, 6071.22, 2052.95, 11.6096, 10, 1, 1, 9, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_Contiguous
229, 51, 59.2611, 150873, 0.195907, 0.0168745, 539, 688, 207, 481, 8381.83, 2545.9, 11.6096, 13, 1, 1, 12, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_Mat
230, 51, 59.2611, 150873, 0.195907, 0.0168745, 531, 688, 207, 481, 8381.83, 2545.9, 11.6096, 13, 1, 1, 12, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_Svec
231, 51, 59.5195, 156589, 0.195056, 0.0168012, 561, 691, 208, 483, 8699.38, 2630.88, 11.6096, 14, 1, 1, 13, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_Tensor
232, 53, 57.5384, 137790, 0.201772, 0.0173797, 388, 668, 203, 465, 7655.02, 2394.75, 11.6096, 12, 0, 1, 12, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScale_Vecs
233, 83, 107.867, 918095, 0.143785, 0.00927064, 986, 1673, 436, 1237, 51005.3, 8511.33, 15.5098, 34, 8, 1, 26, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVScatter
234, 76, 124.121, 993485, 0.0935349, 0.00805666, 762, 1441, 401, 1040, 55193.6, 8004.16, 11.6096, 47, 0, 1, 47, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetActiveColumns
235, 62, 125.875, 495222, 0.0635551, 0.00794439, 891, 1007, 272, 735, 27512.4, 3934.24, 8, 15, 0, 1, 15, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetBufferVec
236, 61, 124.875, 571975, 0.0640641, 0.00800801, 441, 999, 285, 714, 31776.4, 4580.38, 8, 24, 0, 1, 24, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetDefiniteTolerance
237, 130, 548.699, 9.05019e+06, 0.00866576, 0.00182249, 2732, 2609, 716, 1893, 502788, 16493.9, 4.75489, 80, 11, 1, 69, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetFromOptions
238, 127, 159.375, 702967, 0.0501961, 0.00627451, 511, 1275, 391, 884, 39053.7, 4410.78, 8, 11, 3, 1, 8, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetFromOptions_Vecs
239, 64, 122.75, 566593, 0.0651731, 0.00814664, 625, 982, 278, 704, 31477.4, 4615.83, 8, 26, 0, 1, 26, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetMatMultMethod
240, 120, 211.462, 2.89938e+06, 0.0549017, 0.00472898, 1141, 2455, 640, 1815, 161076, 13711.1, 11.6096, 48, 0, 1, 48, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,BVSetMatrix
