, CC, D, E, I, L, LOC, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AvgShortestPath,Betweenness,Closeness,Eccentricity,FanIn,FanOut,IsIsolated,Katz,Name
3255, 20, 12.7661, 7583.09, 1.21491, 0.0783322, 1942, 198, 63, 135, 421.283, 594, 15.5098, 8, 2, 1, 6, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigsgetrkshifts_
3256, 0, 1.29203, 38.7609, 8.98558, 0.773976, 1268, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigsseteps_
3257, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4042, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetfullbasis_
3258, 0, 1.22503, 54.0444, 12.6607, 0.816304, 3520, 19, 6, 13, 3.00247, 44.1166, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetinterpolation_
3259, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3186, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetlocking_
3260, 0, 1.29203, 38.7609, 8.98558, 0.773976, 2887, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetrestart_
3261, 0, 1.09608, 43.2654, 14.1502, 0.91234, 3878, 17, 5, 12, 2.40364, 39.4728, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetrkshifts_
3262, 18, 12.5727, 6337.5, 1.23361, 0.0795373, 1567, 195, 61, 134, 352.083, 504.068, 15.5098, 6, 2, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepnleigssetsingularitiesfunction_
3263, 0, 1.22503, 54.0444, 12.6607, 0.816304, 3730, 19, 6, 13, 3.00247, 44.1166, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepprojectoperator_
3264, 0, 1.11976, 29.1137, 10.368, 0.893049, 4514, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,neprefinegetksp_
3265, 0, 1.375, 23.9726, 5.81818, 0.727273, 3613, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepreset_
3266, 0, 1.11976, 29.1137, 10.368, 0.893049, 4468, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigetconstcorrectiontol_
3267, 0, 1.11976, 29.1137, 10.368, 0.893049, 5102, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigetdeflationthreshold_
3268, 0, 1.11976, 29.1137, 10.368, 0.893049, 4763, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigethermitian_
3269, 0, 1.11976, 29.1137, 10.368, 0.893049, 5381, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigetksp_
3270, 0, 1.11976, 29.1137, 10.368, 0.893049, 4141, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigetlagpreconditioner_
3271, 0, 1.11976, 29.1137, 10.368, 0.893049, 3820, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriigetmaximumiterations_
3272, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4305, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisetconstcorrectiontol_
3273, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4933, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisetdeflationthreshold_
3274, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4616, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisethermitian_
3275, 0, 1.29203, 38.7609, 8.98558, 0.773976, 5254, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisetksp_
3276, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3981, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisetlagpreconditioner_
3277, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3660, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepriisetmaximumiterations_
3278, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3753, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetbv_
3279, 0, 1.29203, 38.7609, 8.98558, 0.773976, 5598, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetconvergencetest_
3280, 45, 30.0232, 49728.6, 0.654544, 0.0333076, 17117, 590, 196, 394, 2762.7, 1656.34, 19.6515, 7, 2, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetconvergencetestfunction_
3281, 0, 1.1704, 69.5848, 16.7905, 0.854412, 4541, 23, 7, 16, 3.86582, 59.4541, 19.6515, 6, 1, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetdimensions_
3282, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4265, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetds_
3283, 18, 12.5727, 5692.62, 1.23361, 0.0795373, 18606, 195, 61, 134, 316.257, 452.776, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepseteigenvaluecomparison_
3284, 0, 1.375, 23.9726, 5.81818, 0.727273, 4195, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetfromoptions_
3285, 1, 1.66667, 187.157, 14.4, 0.6, 19178, 40, 12, 28, 10.3976, 112.294, 24, 7, 1, 1, 6, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetfunction_
3286, 17, 11.4766, 4743.33, 1.35142, 0.0871336, 25544, 178, 55, 123, 263.518, 413.303, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetinitialspace0_
3287, 17, 11.4766, 4085.68, 1.35142, 0.0871336, 25709, 178, 55, 123, 226.982, 356, 15.5098, 4, 0, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetinitialspace1_
3288, 1, 1.83192, 170.476, 10.7272, 0.545875, 20146, 36, 11, 25, 9.4709, 93.0587, 19.6515, 6, 1, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetjacobian_
3289, 9, 5.41594, 1176, 2.86373, 0.18464, 13527, 84, 29, 55, 65.3333, 217.137, 15.5098, 6, 1, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetoptionsprefix_
3290, 0, 1.29203, 38.7609, 8.98558, 0.773976, 5001, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetproblemtype_
3291, 0, 1.0866, 101.054, 26.2556, 0.920301, 6569, 31, 9, 22, 5.61411, 93, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetrefine_
3292, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4009, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetrg_
3293, 0, 0.958333, 61.8788, 25.0435, 1.04348, 4984, 23, 6, 17, 3.43771, 64.5692, 24, 7, 1, 1, 6, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetsplitoperator_
3294, 0, 1.29203, 38.7609, 8.98558, 0.773976, 5895, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetstoppingtest_
3295, 39, 22.7973, 28672, 0.862011, 0.0438649, 18178, 448, 144, 304, 1592.89, 1257.7, 19.6515, 7, 2, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetstoppingtestfunction_
3296, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4656, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsettarget_
3297, 0, 1.22503, 54.0444, 12.6607, 0.816304, 4362, 19, 6, 13, 3.00247, 44.1166, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsettolerances_
3298, 0, 1.29203, 38.7609, 8.98558, 0.773976, 6188, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsettrackall_
3299, 0, 1.29203, 38.7609, 8.98558, 0.773976, 5299, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsettwosided_
3300, 9, 5.41594, 1176, 2.86373, 0.18464, 13023, 84, 29, 55, 65.3333, 217.137, 15.5098, 6, 1, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsettype_
3301, 0, 1.375, 23.9726, 5.81818, 0.727273, 1200, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetup_
3302, 0, 1.29203, 38.7609, 8.98558, 0.773976, 4696, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetwhicheigenpairs_
3303, 0, 1.29203, 38.7609, 8.98558, 0.773976, 1036, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsetworkvecs_
3304, 0, 1.11976, 29.1137, 10.368, 0.893049, 2714, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpgetdeflationthreshold_
3305, 0, 1.11976, 29.1137, 10.368, 0.893049, 2993, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpgeteps_
3306, 0, 1.11976, 29.1137, 10.368, 0.893049, 3288, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpgetepsleft_
3307, 0, 1.11976, 29.1137, 10.368, 0.893049, 3567, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpgetksp_
3308, 0, 1.29203, 38.7609, 8.98558, 0.773976, 2545, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpsetdeflationthreshold_
3309, 0, 1.29203, 38.7609, 8.98558, 0.773976, 2866, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpseteps_
3310, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3153, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpsetepsleft_
3311, 0, 1.29203, 38.7609, 8.98558, 0.773976, 3440, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepslpsetksp_
3312, 0, 1.375, 23.9726, 5.81818, 0.727273, 3570, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepsolve_
3313, 0, 0.933193, 91.7027, 35.5974, 1.07159, 17357, 31, 8, 23, 5.09459, 98.2677, 33.2193, 9, 1, 1, 8, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepstoppingbasic_
3314, 4095, 7996.63, 1.72378e+09, 0.00145182, 0.000125053, 12628, 92838, 38226, 54612, 9.57655e+07, 215563, 11.6096, 5, 1, 1, 4, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepvaluesview_
3315, 0, 1.375, 23.9726, 5.81818, 0.727273, 2121, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepvaluesviewfromoptions_
3316, 4095, 7996.63, 1.72378e+09, 0.00145182, 0.000125053, 12815, 92838, 38226, 54612, 9.57655e+07, 215563, 11.6096, 5, 1, 1, 4, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepvectorsview_
3317, 0, 1.375, 23.9726, 5.81818, 0.727273, 2261, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepvectorsviewfromoptions_
3318, 4095, 7996.63, 1.72378e+09, 0.00145182, 0.000125053, 11757, 92838, 38226, 54612, 9.57655e+07, 215563, 11.6096, 5, 1, 1, 4, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepview_
3319, 26, 12.569, 9313.65, 1.56349, 0.0795607, 12030, 247, 79, 168, 517.425, 741, 19.6515, 8, 2, 1, 6, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nepviewfromoptions_
3320, 48, 19.8743, 42904, 1.43549, 0.0503163, 323, 567, 173, 394, 2383.56, 2158.77, 28.5293, 14, 0, 1, 14, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourarbitraryfunc
3321, 48, 112.095, 179240, 0.0424183, 0.00892099, 163, 533, 165, 368, 9957.79, 1599, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourconvdestroy
3322, 48, 28.3439, 54616, 0.693323, 0.0352809, 259, 557, 171, 386, 3034.22, 1926.9, 19.6515, 11, 0, 1, 11, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourconvergence
3323, 48, 23.5, 47515.1, 1.02128, 0.0425532, 297, 564, 173, 391, 2639.73, 2021.92, 24, 12, 0, 1, 12, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourconvergence
3324, 48, 112.516, 180588, 0.0422597, 0.00888764, 164, 535, 166, 369, 10032.7, 1605, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourdestroy
3325, 48, 23.5, 49045.6, 1.02128, 0.0425532, 323, 564, 173, 391, 2724.76, 2087.05, 24, 13, 0, 1, 13, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,oureigenvaluecomparison
3326, 48, 35.7194, 68457.1, 0.434211, 0.027996, 201, 554, 171, 383, 3803.17, 1916.53, 15.5098, 11, 1, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourmonitor
3327, 48, 19.8743, 42904, 1.43549, 0.0503163, 285, 567, 173, 394, 2383.56, 2158.77, 28.5293, 14, 1, 1, 13, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourmonitor
3328, 48, 17.1587, 38211.2, 1.936, 0.0582794, 315, 570, 173, 397, 2122.84, 2226.93, 33.2193, 15, 1, 1, 14, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourmonitor
3329, 48, 28.5475, 55403.2, 0.688379, 0.0350294, 444, 561, 173, 388, 3077.96, 1940.74, 19.6515, 11, 0, 1, 11, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ournepfunction
3330, 48, 35.7194, 65736.1, 0.434211, 0.027996, 430, 554, 171, 383, 3652.01, 1840.35, 15.5098, 10, 0, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ournepjacobian
3331, 48, 47.4606, 86871, 0.244617, 0.0210701, 154, 551, 171, 380, 4826.16, 1830.38, 11.6096, 10, 1, 1, 9, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourshellapply
3332, 48, 47.4606, 82896, 0.244617, 0.0210701, 172, 551, 171, 380, 4605.33, 1746.63, 11.6096, 9, 0, 1, 9, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourshellapplytranspose
3333, 48, 35.4615, 64790.3, 0.437369, 0.0281996, 238, 550, 169, 381, 3599.46, 1827.06, 15.5098, 10, 0, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourshellbacktransform
3334, 48, 35.2036, 66494.3, 0.440573, 0.0284062, 231, 546, 167, 379, 3694.13, 1888.85, 15.5098, 11, 1, 1, 10, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,oursingularitiesfunc
3335, 48, 112.095, 179240, 0.0424183, 0.00892099, 163, 533, 165, 368, 9957.79, 1599, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourstopdestroy
3336, 48, 20.0145, 42289.6, 1.42543, 0.0499638, 329, 571, 175, 396, 2349.42, 2112.95, 28.5293, 13, 0, 1, 13, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,ourstopping
3337, 158, 92.2083, 935594, 0.26028, 0.010845, 986, 2213, 711, 1502, 51977.4, 10146.5, 24, 24, 2, 1, 22, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pade_approx
3338, 0, 1.29203, 38.7609, 8.98558, 0.773976, 2407, 15, 5, 10, 2.15338, 30, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepallocatesolution_
3339, 9, 5.41594, 1176, 2.86373, 0.18464, 13108, 84, 29, 55, 65.3333, 217.137, 15.5098, 6, 1, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepappendoptionsprefix_
3340, 0, 0.791667, 42.2273, 30.3158, 1.26316, 1139, 19, 4, 15, 2.34596, 53.3397, 24, 7, 1, 1, 6, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepcheckdefiniteqep_
3341, 0, 1.06862, 52.1065, 18.3896, 0.935785, 2890, 21, 6, 15, 2.89481, 48.7605, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepcomputeerror_
3342, 0, 0.946395, 76.658, 30.1453, 1.05664, 15271, 27, 7, 20, 4.25878, 81, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepconvergedabsolute_
3343, 4095, 7996.63, 1.48478e+09, 0.00145182, 0.000125053, 11576, 92838, 38226, 54612, 8.24879e+07, 185676, 11.6096, 4, 0, 1, 4, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepconvergedreasonview_
3344, 0, 1.375, 15.125, 5.81818, 0.727273, 1847, 11, 4, 7, 0.840278, 11, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepconvergedreasonviewfromoptions_
3345, 0, 0.946395, 76.658, 30.1453, 1.05664, 15492, 27, 7, 20, 4.25878, 81, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepconvergedrelative_
3346, 0, 1.29203, 45, 8.98558, 0.773976, 3566, 15, 5, 10, 2.5, 34.8289, 11.6096, 5, 2, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepcreate_
3347, 2, 4.375, 242.697, 1.82857, 0.228571, 10927, 35, 14, 21, 13.4832, 55.4737, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepdestroy_
3348, 4095, 5986.03, 1.29042e+09, 0.00259099, 0.000167056, 11786, 92842, 38227, 54615, 7.16902e+07, 215572, 15.5098, 5, 0, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,peperrorview_
3349, 0, 1.375, 23.9726, 5.81818, 0.727273, 1983, 11, 4, 7, 1.33181, 17.4346, 8, 3, 1, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,peperrorviewfromoptions_
3350, 0, 1.11976, 29.1137, 10.368, 0.893049, 5973, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetbasis_
3351, 0, 1.11976, 29.1137, 10.368, 0.893049, 3928, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetbv_
3352, 0, 1.11976, 29.1137, 10.368, 0.893049, 2373, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetconverged_
3353, 0, 1.11976, 29.1137, 10.368, 0.893049, 2539, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetconvergedreason_
3354, 0, 1.11976, 29.1137, 10.368, 0.893049, 6571, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetconvergencetest_
3355, 0, 0.559754, 15.9164, 35.1073, 1.7865, 18359, 11, 1, 10, 0.884243, 28.4346, 19.6515, 6, 1, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions000_
3356, 0, 0.559754, 14.2968, 35.1073, 1.7865, 18839, 11, 1, 10, 0.794267, 25.5412, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions001_
3357, 0, 0.559754, 14.2968, 35.1073, 1.7865, 18679, 11, 1, 10, 0.794267, 25.5412, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions010_
3358, 0, 0.559754, 14.2968, 35.1073, 1.7865, 19159, 11, 1, 10, 0.794267, 25.5412, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions011_
3359, 0, 0.559754, 14.2968, 35.1073, 1.7865, 18519, 11, 1, 10, 0.794267, 25.5412, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions100_
3360, 0, 0.559754, 14.2968, 35.1073, 1.7865, 18999, 11, 1, 10, 0.794267, 25.5412, 19.6515, 5, 0, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions110_
3361, 45, 23.3061, 27592.4, 0.84319, 0.0429072, 18199, 458, 139, 319, 1532.91, 1183.91, 19.6515, 6, 1, 1, 5, 5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetdimensions_
3362, 0, 1.11976, 29.1137, 10.368, 0.893049, 4440, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetds_
3363, 0, 0.525775, 23.6599, 54.2615, 1.90196, 19593, 15, 1, 14, 1.31444, 45, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeteigenpair00_
3364, 0, 0.525775, 22.1405, 54.2615, 1.90196, 19963, 15, 1, 14, 1.23003, 42.1103, 28.5293, 7, 0, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeteigenpair01_
3365, 0, 0.525775, 22.1405, 54.2615, 1.90196, 19778, 15, 1, 14, 1.23003, 42.1103, 28.5293, 7, 0, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeteigenpair10_
3366, 0, 0.525775, 22.1405, 54.2615, 1.90196, 20148, 15, 1, 14, 1.23003, 42.1103, 28.5293, 7, 0, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeteigenpair11_
3367, 30, 11.2516, 10835.3, 2.53558, 0.0888764, 19408, 321, 97, 224, 601.96, 963, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeteigenpair_
3368, 0, 1.09608, 43.2654, 14.1502, 0.91234, 2707, 17, 5, 12, 2.40364, 39.4728, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgeterrorestimate_
3369, 0, 1.11976, 29.1137, 10.368, 0.893049, 7427, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetextract_
3370, 0, 0.967132, 33.6842, 16.0369, 1.03399, 5434, 15, 4, 11, 1.87134, 34.8289, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetinterval_
3371, 0, 1.11976, 29.1137, 10.368, 0.893049, 2231, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetiterationnumber_
3372, 0, 1.11976, 29.1137, 10.368, 0.893049, 2256, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetnummatrices_
3373, 0, 1.09608, 43.2654, 14.1502, 0.91234, 2112, 17, 5, 12, 2.40364, 39.4728, 15.5098, 5, 1, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetoperators_
3374, 3, 1.28951, 66.6667, 12.0277, 0.775489, 13409, 20, 7, 13, 3.7037, 51.6993, 15.5098, 6, 1, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetoptionsprefix_
3375, 0, 1.11976, 29.1137, 10.368, 0.893049, 5704, 13, 4, 9, 1.61743, 26, 11.6096, 4, 1, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetproblemtype_
3376, 0, 0.525775, 23.6599, 54.2615, 1.90196, 23259, 15, 1, 14, 1.31444, 45, 28.5293, 8, 1, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetrefine000_
3377, 0, 0.525775, 22.1405, 54.2615, 1.90196, 23898, 15, 1, 14, 1.23003, 42.1103, 28.5293, 7, 0, 1, 7, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,pepgetrefine001_
